公司名稱,網址,標籤資訊,品牌名稱,主要產品,攤位號碼
輔信科技股份有限公司,https://www.computextaipei.com.tw/zh-tw/exhibitor/04213C24001A0946C8BCFEC09834DC71/info.html?lt=data&vt=show-area&cr=1203,"AI, EdgeComputing, Embedded, HPC, SmartRetail",Shuttle,"準系統及迷你電腦,工業用電腦,人機介面",
通收系統有限公司,https://www.computextaipei.com.tw/zh-tw/exhibitor/ED95F4AC45B69D9F66B201C36669FF04D0636733C6861689/info.html?lt=data&vt=show-area&cr=1206,SmartRetail,"TCS,NASCO","銷售點管理系統,多媒體機台,條碼讀取機,智慧商業服務,行動 POS,POS PC,POS 配件,數位電子看板",
速連通訊股份有限公司,https://www.computextaipei.com.tw/zh-tw/exhibitor/4144A26632A8DB0EC8BCFEC09834DC71/info.html?lt=data&vt=show-area&cr=1207,"WiFi6E, WiFi7",SparkLAN,,
連城縣中觸電子有限公司,https://www.computextaipei.com.tw/zh-tw/exhibitor/E32F0661AF2AC9918608BDEDC4383428D0636733C6861689/info.html?lt=data&vt=show-area&cr=1208,"AirMobility, DataCenter, Edge, EnergyStorage, SharedMobilityServices",中觸,"液晶顯示器,觸控顯示器及面板",
連展投資控股股份有限公司,https://www.computextaipei.com.tw/zh-tw/exhibitor/AD89266DD9D58737C8BCFEC09834DC71/info.html?lt=data&vt=show-area&cr=1209,"AI, AI Service, EV",,"無線網路天線,通訊天線,衛星通訊設備,光纖,汽車天線",
達多科技股份有限公司,https://www.computextaipei.com.tw/zh-tw/exhibitor/8AAF4534FC2FB762C8BCFEC09834DC71/info.html?lt=data&vt=show-area&cr=1210,"ESG, Gaming, Retail",DATO,"固態硬碟,隨身碟,動態隨機存取記憶體",
達文股份有限公司,https://www.computextaipei.com.tw/zh-tw/exhibitor/DBA36617941EC037C8BCFEC09834DC71/info.html?lt=data&vt=show-area&cr=1211,"AI, AMR, EdgeComputing, SmartCar, SmartCity",Darveen,"平板電腦,工業用電腦,人機介面,工業物聯網解決方案,汽車顯示器及電腦,工業平板電腦",
邑錡股份有限公司,https://www.computextaipei.com.tw/zh-tw/exhibitor/5296819F11254CCEC8BCFEC09834DC71/info.html?lt=data&vt=show-area&cr=1214,"AI, Cloud, SI, Security, SmartCity",Brinno,,
里德企業股份有限公司,https://www.computextaipei.com.tw/zh-tw/exhibitor/0CFB22432FEB75BEC8BCFEC09834DC71/info.html?lt=data&vt=show-area&cr=1219,other,,電腦包,
金利科技有限公司,https://www.computextaipei.com.tw/zh-tw/exhibitor/ADD3987CA137BE6EC8BCFEC09834DC71/info.html?lt=data&vt=show-area&cr=1220,"AI, ESG",KBpalm,"電腦鍵盤,滑鼠",
金森數碼產品(深圳)有限公司,https://www.computextaipei.com.tw/zh-tw/exhibitor/08DAEDB2221367CD6AA20250577E85F3D0636733C6861689/info.html?lt=data&vt=show-area&cr=1222,"AirMobility, GenerativeAI",PiPO,"智慧穿戴裝置,平板電腦,筆記型電腦,工業用電腦,工業平板電腦,POS PC",
金泰工業有限公司,https://www.computextaipei.com.tw/zh-tw/exhibitor/2F519931DB9EA7F5C8BCFEC09834DC71/info.html?lt=data&vt=show-area&cr=1223,Security,JTIC,電腦鎖,
金碗國際股份有限公司,https://www.computextaipei.com.tw/zh-tw/exhibitor/1A4D9358DF51853DC8BCFEC09834DC71/info.html?lt=data&vt=show-area&cr=1224,"EnergyStorage, Semiconductor, SmartCar, WiFi7, other","Telenor,Quectel,亞德電子 Alpha Pacific","電源適配器,低功耗廣域網路模組,全球定位系統,衛星通訊設備,電信服務,電源模組,電源OEM/ODM,PD 電源方案",
鈺創科技股份有限公司,https://www.computextaipei.com.tw/zh-tw/exhibitor/A67788AEAA3969B5C8BCFEC09834DC71/info.html?lt=data&vt=show-area&cr=1225,"AI, AI Service, SmartRetail, WiFi6E, WiFi7",Etron,IC設計、封裝及代工,
鈺登科技股份有限公司,https://www.computextaipei.com.tw/zh-tw/exhibitor/780EDEB72F94F5B6C8BCFEC09834DC71/info.html?lt=data&vt=show-area&cr=1226,"AI, Cloud, DataCenter, Liquidcooling, WiFi7",Edgecore Networks,伺服器,
鉅康科技股份有限公司,https://www.computextaipei.com.tw/zh-tw/exhibitor/4C280BBCD58ECE5CC8BCFEC09834DC71/info.html?lt=data&vt=show-area&cr=1227,other,Netvox,其他感測器,
銀欣科技股份有限公司,https://www.computextaipei.com.tw/zh-tw/exhibitor/F11FA87AF2D67C36C8BCFEC09834DC71/info.html?lt=data&vt=show-area&cr=1228,"AI, DataCenter, Gaming, Liquidcooling",SilverStone,電腦電源,
銘瑄科技有限公司,https://www.computextaipei.com.tw/zh-tw/exhibitor/6C667C054A14B78CC8BCFEC09834DC71/info.html?lt=data&vt=show-area&cr=1229,"AI, BigData, DataCenter, Gaming, Semiconductor",,"準系統及迷你電腦,桌上型電腦,個人電腦主機板,顯示卡",
銘鵬科技股份有限公司,https://www.computextaipei.com.tw/zh-tw/exhibitor/6C970F72F36BB9D9C8BCFEC09834DC71/info.html?lt=data&vt=show-area&cr=1230,other,PCT,"其他電腦周邊,KVM線材及切換器",
鋒厚科技股份有限公司,https://www.computextaipei.com.tw/zh-tw/exhibitor/11A5DEFCA3EF0D14C8BCFEC09834DC71/info.html?lt=data&vt=show-area&cr=1231,"AV, DataCenter, Gaming",Rextron,"KVM線材及切換器,USB介面轉接頭、線材及集線器",
錩鋼精密科技股份有限公司,https://www.computextaipei.com.tw/zh-tw/exhibitor/0A81F4F75F202704C8BCFEC09834DC71/info.html?lt=data&vt=show-area&cr=1232,SI,Metal Circular Connector Series,其他汽車電子,
錸德科技股份有限公司,https://www.computextaipei.com.tw/zh-tw/exhibitor/3B76582DF0198E4EC8BCFEC09834DC71/info.html?lt=data&vt=show-area&cr=1233,"Embedded, Gaming, other",RIDATA,"固態硬碟,外接硬碟,隨身碟,記憶卡,動態隨機存取記憶體,其他電腦周邊",
錸立康科技股份有限公司,https://www.computextaipei.com.tw/zh-tw/exhibitor/A155636FC32167D8C8BCFEC09834DC71/info.html?lt=data&vt=show-area&cr=1234,"Edge, Embedded, Gaming, IoT, Liquidcooling, Retail",akasa,"散熱片及熱導管,導熱膏 / 散熱膏,崁入式系統及周邊,條碼盤點機,電腦散熱裝置及風扇,電腦線材及連接器,水冷式散熱系統,電競其他週邊",
錸鋮科技股份有限公司,https://www.computextaipei.com.tw/zh-tw/exhibitor/2604FE4C989CD2B3C8BCFEC09834DC71/info.html?lt=data&vt=show-area&cr=1235,"AI, Security",,雷射筆,
鍍威精密股份有限公司,https://www.computextaipei.com.tw/zh-tw/exhibitor/F72BE7FF3CBCCD47C8BCFEC09834DC71/info.html?lt=data&vt=show-area&cr=1236,"AI, PHEV, SmartCar, SpaceTech",,"機械手臂,IC設計、封裝及代工",
鍵寧企業股份有限公司,https://www.computextaipei.com.tw/zh-tw/exhibitor/96DC68B33386E1CBC8BCFEC09834DC71/info.html?lt=data&vt=show-area&cr=1237,other,CHERRY,電腦鍵盤,
鎧應科技股份有限公司,https://www.computextaipei.com.tw/zh-tw/exhibitor/CDAB485250C81B86C8BCFEC09834DC71/info.html?lt=data&vt=show-area&cr=1238,"AI Service, Cloud, SmartCity",CAYIN,"其他電腦軟體,智慧商業服務",
鎰譁實業有限公司,https://www.computextaipei.com.tw/zh-tw/exhibitor/EF9281814995FE6CC8BCFEC09834DC71/info.html?lt=data&vt=show-area&cr=1240,"BigData, Cloud, DataCenter, EV, Liquidcooling",EA-HWA,其他電腦儲存裝置及媒體,
鐵雲科技股份有限公司,https://www.computextaipei.com.tw/zh-tw/exhibitor/3F740588901676E1C8BCFEC09834DC71/info.html?lt=data&vt=show-area&cr=1241,"AI, Cloud, GenerativeAI",IRONYUN,"攝影機,應用軟體",
鑫創科技股份有限公司,https://www.computextaipei.com.tw/zh-tw/exhibitor/8A5149DF73EA2936C8BCFEC09834DC71/info.html?lt=data&vt=show-area&cr=1242,"AI, AutonomousVehicles",,,
鑫創電子股份有限公司,https://www.computextaipei.com.tw/zh-tw/exhibitor/15BBBB8DFF482DA4C8BCFEC09834DC71/info.html?lt=data&vt=show-area&cr=1243,"AutonomousVehicles, EdgeComputing, Embedded, SmartCockpit, SmartRetail",SINTRONES,"無人駕駛搬運車,工業用電腦,人機介面,汽車顯示器及電腦",
鑫志股份有限公司,https://www.computextaipei.com.tw/zh-tw/exhibitor/C39B71503B0C2DFEC8BCFEC09834DC71/info.html?lt=data&vt=show-area&cr=1244,"AI, Cloud, DataCenter, Gaming, WiFi7",AirLive,影像辨識服務 / 設備,
鑫旭科技股份有限公司,https://www.computextaipei.com.tw/zh-tw/exhibitor/C0DE6277C4559279C8BCFEC09834DC71/info.html?lt=data&vt=show-area&cr=1245,Embedded,FZtech,散熱片及熱導管,
長川資訊股份有限公司,https://www.computextaipei.com.tw/zh-tw/exhibitor/4FA9B48DB108354AC8BCFEC09834DC71/info.html?lt=data&vt=show-area&cr=1247,AI,,自然語言處理服務 / 設備,
長映科技股份有限公司,https://www.computextaipei.com.tw/zh-tw/exhibitor/8BAD7E2549F73517C8BCFEC09834DC71/info.html?lt=data&vt=show-area&cr=1250,"AI Service, Embedded, SmartCity",,"自動化及智慧化整廠設備,智慧穿戴裝置,工業物聯網解決方案,全球定位系統",
閃點半導體股份有限公司,https://www.computextaipei.com.tw/zh-tw/exhibitor/CEBF18F8A305FFF1C8BCFEC09834DC71/info.html?lt=data&vt=show-area&cr=1252,"AI, Gaming",MMOMET,"固態硬碟,外接硬碟,隨身碟,記憶卡,動態隨機存取記憶體",
開偉科技股份有限公司,https://www.computextaipei.com.tw/zh-tw/exhibitor/9A75B3A09C5CDDC9C8BCFEC09834DC71/info.html?lt=data&vt=show-area&cr=1253,"DataCenter, EdgeComputing, HPC, Liquidcooling, Security",Kiwatek,"工作站,伺服器,準系統及迷你電腦,工業用電腦,崁入式系統及周邊,電腦機殼",
阿丹電子企業股份有限公司,https://www.computextaipei.com.tw/zh-tw/exhibitor/E2B485C165C1DBCDC8BCFEC09834DC71/info.html?lt=data&vt=show-area&cr=1254,SmartRetail,Champtek,數據收集與辨識系統,
阿達特科技股份有限公司,https://www.computextaipei.com.tw/zh-tw/exhibitor/83E5B7ADB1023D44C8BCFEC09834DC71/info.html?lt=data&vt=show-area&cr=1256,EnergyStorage,Adapter Tech.,"交換式電源供應器,電源適配器,電腦電源",
陞鴻有限公司,https://www.computextaipei.com.tw/zh-tw/exhibitor/A2268CEC6273D26EC8BCFEC09834DC71/info.html?lt=data&vt=show-area&cr=1258,other,,其他電腦周邊,
陽華集團有限公司,https://www.computextaipei.com.tw/zh-tw/exhibitor/9376C8737BF33916EBAFA644770A47EED0636733C6861689/info.html?lt=data&vt=show-area&cr=1261,Gaming,,電競筆電,
雄美企業有限公司,https://www.computextaipei.com.tw/zh-tw/exhibitor/7ADAD54AE4E5F61CC8BCFEC09834DC71/info.html?lt=data&vt=show-area&cr=1262,"AutonomousVehicles, Drone, other",WB,其他電腦零組件,
雄鉅實業有限公司,https://www.computextaipei.com.tw/zh-tw/exhibitor/CC545B7A24CB3D97C8BCFEC09834DC71/info.html?lt=data&vt=show-area&cr=1263,"DigitalTwin, other",CANSONIC,行車紀錄器,
集佳股份有限公司,https://www.computextaipei.com.tw/zh-tw/exhibitor/ACD4E955028994D7C8BCFEC09834DC71/info.html?lt=data&vt=show-area&cr=1264,"Gaming, Security, other",PROMAG,其他電腦周邊,
集創實業有限公司,https://www.computextaipei.com.tw/zh-tw/exhibitor/9E5FE9069DC3AFAFC8BCFEC09834DC71/info.html?lt=data&vt=show-area&cr=1265,Gaming,,電腦機殼,
雙順科技有限公司,https://www.computextaipei.com.tw/zh-tw/exhibitor/6A5434D5894D07CFC8BCFEC09834DC71/info.html?lt=data&vt=show-area&cr=1268,Gaming,POWEREX,電腦機殼,
雙鴻科技股份有限公司,https://www.computextaipei.com.tw/zh-tw/exhibitor/90C2B5E7A1E69126C8BCFEC09834DC71/info.html?lt=data&vt=show-area&cr=1269,"AI, AI Service, Cloud, DataCenter, Liquidcooling",AURAS,"AI 氣冷/水冷/液冷散熱系統,水冷式散熱系統",
雲達科技股份有限公司,https://www.computextaipei.com.tw/zh-tw/exhibitor/C308983A7D07DA1DC8BCFEC09834DC71/info.html?lt=data&vt=show-area&cr=1271,"Cloud, DataCenter, ESG, HPC, Liquidcooling",QCT,伺服器,
雷寶科技股份有限公司,https://www.computextaipei.com.tw/zh-tw/exhibitor/1142698BC47413C6C8BCFEC09834DC71/info.html?lt=data&vt=show-area&cr=1272,SmartRetail,LABAU,"銷售點管理系統,多媒體機台",
雷斯特科技有限公司,https://www.computextaipei.com.tw/zh-tw/exhibitor/7C031EBD33A57CC3C8BCFEC09834DC71/info.html?lt=data&vt=show-area&cr=1273,"Gaming, HPC, other",Lexking,電腦鍵盤,
霖宏科技股份有限公司,https://www.computextaipei.com.tw/zh-tw/exhibitor/254BECE84A7A4AE3C8BCFEC09834DC71/info.html?lt=data&vt=show-area&cr=1276,"SATCOM, Security, SmartHome",,,
青輔實業股份有限公司,https://www.computextaipei.com.tw/zh-tw/exhibitor/CAC286302E1F5615C8BCFEC09834DC71/info.html?lt=data&vt=show-area&cr=1279,"AI Service, ESG, EdgeComputing, Gaming, SmartCity",MODERNSOLID,"平板電腦,手持裝置立架,電視壁掛架,工作站,其他電腦零組件",
頂尖科技股份有限公司,https://www.computextaipei.com.tw/zh-tw/exhibitor/1AF2DE67BB1EEF50C8BCFEC09834DC71/info.html?lt=data&vt=show-area&cr=1280,"AI Service, Cloud",ACLAS,,
順仁電子科技股份有限公司,https://www.computextaipei.com.tw/zh-tw/exhibitor/A4F093E08AE1C8B3C8BCFEC09834DC71/info.html?lt=data&vt=show-area&cr=1281,other,,"其他電腦零組件,其他電腦周邊",
頻銳科技股份有限公司,https://www.computextaipei.com.tw/zh-tw/exhibitor/4F9023B24EEA5F4EC8BCFEC09834DC71/info.html?lt=data&vt=show-area&cr=1282,"AI, AI Service",PINREX,,
飛捷科技股份有限公司,https://www.computextaipei.com.tw/zh-tw/exhibitor/F50F0EB670C7BB57C8BCFEC09834DC71/info.html?lt=data&vt=show-area&cr=1283,"AI, ESG, Embedded, GreenTech, SmartRetail",Flytech,"銷售點管理系統,多媒體機台",
飛翔科技集團有限公司,https://www.computextaipei.com.tw/zh-tw/exhibitor/34921B72466C3B488608BDEDC4383428D0636733C6861689/info.html?lt=data&vt=show-area&cr=1284,GenerativeAI,Motospeed,"電腦鍵盤,滑鼠,藍牙鍵盤及滑鼠,電競滑鼠,電競鍵盤,電競耳機/耳機麥克風/麥克風",
香港匯鉅存儲科技有限公司,https://www.computextaipei.com.tw/zh-tw/exhibitor/D6FCFD04F30848ABCAADCF7FDE6C69A7D0636733C6861689/info.html?lt=data&vt=show-area&cr=1285,GenerativeAI,,"固態硬碟,外接硬碟,隨身碟,動態隨機存取記憶體",
香港商中電長城臺北研發中心有限公司,https://www.computextaipei.com.tw/zh-tw/exhibitor/83F0938C0CFED383C8BCFEC09834DC71/info.html?lt=data&vt=show-area&cr=1286,"AI, AI Service, ChatBot, EnergyStorage, other",GreatWall,交換式電源供應器,
香港商億都顯示技術有限公司台灣分公司,https://www.computextaipei.com.tw/zh-tw/exhibitor/D6D1206D6E7A5700C8BCFEC09834DC71/info.html?lt=data&vt=show-area&cr=1287,"AR/VR/MR/XR, Embedded, Healthcare, SmartCar, SmartHome, e-bike",,液晶顯示器,
香港商南德產品驗證顧問股份有限公司台灣分公司,https://www.computextaipei.com.tw/zh-tw/exhibitor/D6D69020E8795074C8BCFEC09834DC71/info.html?lt=data&vt=show-area&cr=1288,CyberSecurity,,技術檢測及分析服務,
香港商史陶比爾股份有限公司台灣分公司,https://www.computextaipei.com.tw/zh-tw/exhibitor/2F4CEE96D974830AC8BCFEC09834DC71/info.html?lt=data&vt=show-area&cr=1289,"BigData, Cloud, DataCenter, QuantumComputing, Semiconductor",STAUBLI,"AI 氣冷/水冷/液冷散熱系統,水冷式散熱系統,AI 電腦散熱裝置及風扇,浸沒式冷卻",
香港商永道無線射頻標籤有限公司台灣分公司,https://www.computextaipei.com.tw/zh-tw/exhibitor/24807F4CA159BD83C8BCFEC09834DC71/info.html?lt=data&vt=show-area&cr=1290,"BigData, Cloud, SmartRetail",Arizon,工業物聯網解決方案,
香港商萬利達科技集團有限公司,https://www.computextaipei.com.tw/zh-tw/exhibitor/F0F2537347B6A112C8BCFEC09834DC71/info.html?lt=data&vt=show-area&cr=1291,"BigData, DataCenter, Gaming, GenerativeAI, QuantumComputing","Gallardo, Stellar, Polar Fox",顯示卡,
香港商香港海能電子有限公司台灣分公司,https://www.computextaipei.com.tw/zh-tw/exhibitor/588AC4446AA6ED68C8BCFEC09834DC71/info.html?lt=data&vt=show-area&cr=1292,"AI, BigData, Gaming, SI",,電腦電源,
香港智一信息科技有限公司,https://www.computextaipei.com.tw/zh-tw/exhibitor/26F114797DC7229F66B201C36669FF04D0636733C6861689/info.html?lt=data&vt=show-area&cr=1293,"AI, EdgeComputing, Embedded, Gaming, SI",,"準系統及迷你電腦,桌上型電腦,個人電腦主機板",
駿騰精密股份有限公司,https://www.computextaipei.com.tw/zh-tw/exhibitor/6279DB650003BCA5C8BCFEC09834DC71/info.html?lt=data&vt=show-area&cr=1295,other,,,
騏締科技股份有限公司,https://www.computextaipei.com.tw/zh-tw/exhibitor/2006D8033AD9A43FC8BCFEC09834DC71/info.html?lt=data&vt=show-area&cr=1296,"AI Service, CyberSecurity, EdgeComputing, Embedded, Semiconductor",,工業用電腦,
驊訊電子企業股份有限公司,https://www.computextaipei.com.tw/zh-tw/exhibitor/3C6C923033D10AB8C8BCFEC09834DC71/info.html?lt=data&vt=show-area&cr=1297,"AI, Gaming",C-Media,,
高位企業有限公司,https://www.computextaipei.com.tw/zh-tw/exhibitor/2A4F079FE1C821D1C8BCFEC09834DC71/info.html?lt=data&vt=show-area&cr=1298,other,,,
高力熱處理工業股份有限公司,https://www.computextaipei.com.tw/zh-tw/exhibitor/BCA0EF1075E93E6EC8BCFEC09834DC71/info.html?lt=data&vt=show-area&cr=1299,"AI Service, Liquidcooling",,AI 氣冷/水冷/液冷散熱系統,
高柏科技股份有限公司,https://www.computextaipei.com.tw/zh-tw/exhibitor/5CF754EA80DDEC47C8BCFEC09834DC71/info.html?lt=data&vt=show-area&cr=1300,"6G, AI, Cloud, DataCenter, Gaming",T-Global,,
高紳國際股份有限公司,https://www.computextaipei.com.tw/zh-tw/exhibitor/B3FCCD5ED8AB4AF1C8BCFEC09834DC71/info.html?lt=data&vt=show-area&cr=1301,"6G, AI, ESG, SmartCity, WiFi6E",e-NET,工業物聯網解決方案,
高誠科技股份有限公司,https://www.computextaipei.com.tw/zh-tw/exhibitor/DA44B1019A31E34DC8BCFEC09834DC71/info.html?lt=data&vt=show-area&cr=1302,"Gaming, SI, other",,"手持裝置立架,電視壁掛架,工作站",
鴻利福興股份有限公司,https://www.computextaipei.com.tw/zh-tw/exhibitor/B3EBDC6A402BA718C8BCFEC09834DC71/info.html?lt=data&vt=show-area&cr=1303,6G,MicroPack,滑鼠,
鴻海精密工業股份有限公司,https://www.computextaipei.com.tw/zh-tw/exhibitor/C733EA197AD3150BC8BCFEC09834DC71/info.html?lt=data&vt=show-area&cr=1304,"AI Service, DataCenter",,伺服器,
鴻績實業有限公司,https://www.computextaipei.com.tw/zh-tw/exhibitor/999A1D9926D68F2FC8BCFEC09834DC71/info.html?lt=data&vt=show-area&cr=1305,BigData,KINGBOX,記憶卡,
鴻進科技股份有限公司,https://www.computextaipei.com.tw/zh-tw/exhibitor/645784272D432BC9C8BCFEC09834DC71/info.html?lt=data&vt=show-area&cr=1306,"AI, Drone, EnergyStorage, UAV, WiFi6E",RISUN,"散熱片及熱導管,電腦散熱裝置及風扇",
鵬德工業股份有限公司,https://www.computextaipei.com.tw/zh-tw/exhibitor/5A453C12AB603F17C8BCFEC09834DC71/info.html?lt=data&vt=show-area&cr=1307,Liquidcooling,CT JOINT,,
鷹銓工業股份有限公司,https://www.computextaipei.com.tw/zh-tw/exhibitor/F29946EC72DAC611C8BCFEC09834DC71/info.html?lt=data&vt=show-area&cr=1308,other,Excebest,滑鼠,
麒賢企業股份有限公司,https://www.computextaipei.com.tw/zh-tw/exhibitor/2B7F2DD1CF834AC3C8BCFEC09834DC71/info.html?lt=data&vt=show-area&cr=1309,"Blockchain, CarbonNeutral, ESG",百科大,其他電腦周邊,
麗思頓有限公司,https://www.computextaipei.com.tw/zh-tw/exhibitor/72E5CFD149888E94C8BCFEC09834DC71/info.html?lt=data&vt=show-area&cr=1310,Gaming,be quiet!,"電腦機殼,電腦電源,電腦散熱裝置及風扇",
麥守基國際科技有限公司,https://www.computextaipei.com.tw/zh-tw/exhibitor/B409C5F04681681FC8BCFEC09834DC71/info.html?lt=data&vt=show-area&cr=1312,other,MCK,"行動電源,手持裝置充電器,車用充電器",
麥智精密股份有限公司,https://www.computextaipei.com.tw/zh-tw/exhibitor/51FBCFCA3B084B15C8BCFEC09834DC71/info.html?lt=data&vt=show-area&cr=1313,"AI, BigData, EdgeComputing, Embedded, SmartRetail",MACTRON,工業平板電腦,
鼎志電子股份有限公司,https://www.computextaipei.com.tw/zh-tw/exhibitor/7AC5EC7B416EEC3EC8BCFEC09834DC71/info.html?lt=data&vt=show-area&cr=1314,"6G, DataCenter, GreenTech, SmartCity, SmartRetail",DINTEK,其他網通產品,
鼎盛國際科技有限公司,https://www.computextaipei.com.tw/zh-tw/exhibitor/7CA2F2BD66B920C6C8BCFEC09834DC71/info.html?lt=data&vt=show-area&cr=1315,"AI Service, DataCenter, EnergyStorage, SmartCar, WiFi7",SUNDA,電腦散熱裝置及風扇,
